"tweet_id","text","label"
"1303675455518773248","@USER @USER @USER @USER this guy is excused. he earned the right to do whatever the f*** he wants.
#veteransfortrump 
#trump2020 HTTP","AGAINST"
"1311096274733510656","@USER really? anyone with a functional brain can see biden would be worse than obama","AGAINST"
"1296936114444537856","@USER @USER and #joebiden would reach 
down to the bully he just decked to offer a hand up and offer to shake as a gesture of peace. reset. new start.","FAVOR"
"1270880787487916032","@USER @USER @USER @USER @USER or these, so many great, strong, honorable, first nation (native) leaders. lets build  their monuments and name forts and bases for them instead of racist trash. make america proud again! #votebluetosaveamerica   #biden2020 HTTP","FAVOR"
"1239359261626564615","bernie's answer on whether he'd pick a woman as vp... was a word salad that basically meant ""no."" #demdebate","NONE"
"1311095352376713216","@USER @USER trump is good at personal attacks and name-calling already, no prep is needed. trump is a master of lies and good at creating fear. he’ll be rude and disrespectful because he doesn’t have anything valid/worthwhile to say. i just hope biden doesn’t lose his cool.","FAVOR"
"1311109926727700480","biden vs trump. off","NONE"
"1296647039372136448","🔹dnc: america's promise🔹

🔴 live now: @USER is joined on stage by @USER, @USER, &amp; @USER.

#demconvention #bidenharris
HTTP","NONE"
"1298698859623993345","@USER and people who think they are charles bronson playing vigilante. wonder if the #kenoshashooter had any ties to #qanon?","NONE"
"1302288248337608704","@USER but 'how' was #joebiden the most #corrupt #vp in #history?  since 2016 we have seen this same type of 'simple' statement 'repeated' against #trump to the point that they become #fact...as an #independent #voter i need details🙄
HTTP","NONE"
"1303775428969197569","@USER @USER go to his website or listen to the speech he just made to the auto workers union. his plans will help us all #votebluetosaveamerica","FAVOR"
"1288552167197028353","@USER @USER that’s why the government lets poor people live for free in the utopian democrat run cities of light!  👍#trump2020","AGAINST"
"1295904853512855552","st vincent and the grenadines!!! woooohooo!!!! #demconvention #democraticconvention #flapol #floridaprimary","NONE"
"1217277797921624071","@USER asks @USER why he said a woman couldn't be elected. he denies and says why he wouldn't have. instead of asking @USER to rebut, they asked ""how did you feel when he said that?"" they're effectively bussing bernie when no one knows. #fuckcnn #democraticdebate","NONE"
"1311218907995426816","trump criticized obama and biden on a problem he had not fixed himself. the fires of cali","NONE"
"1311075711076257793","@USER even the 200k dead i think biden will mismanage our medical system. the number wouldn’t be as high but i think one of the biggest pieces for covid deaths is affordable access to healthcare and biden’s got no effective plan for that really","AGAINST"
"1249515586503225344","@USER @USER @USER @USER @USER @USER yes he is! that will change nov 3, though.
#votebluetosaveamerica","FAVOR"
"1304512370333552640","@USER @USER president trump is the patriotic vote of iran and a way to overthrow the terrorist mullahs' regime
you have my vote presindet trump.  #trump2020 #iranianssupporttrump","AGAINST"
"1300175071856779265","@USER you need to do your job for safety of america, denounce violence! violence on video are #trump2020 supporters! can you be a leader &amp; stop calling &amp; inspiring your “militia”? #blm #congress pass #policeaccountability #blacklivesmatter stop the violence trump HTTP","NONE"
"1291889543419957248","@USER show your taxes, criminal drumpf 

too scared and cowardly......yes we know

#votebluetosaveamerica","FAVOR"
"1288640229885251590","1984 us election walter mondale was the #democratic nominee from minnesota. he took a female running mate geraldine page?? the only state he won was minesotta.  regan won d other 49","NONE"
"1252337518869004288","the biden for president campaign is celebrating it’s one year anniversary by encouraging community service #2020election HTTP","FAVOR"
"1293350700966203392","@USER @USER @USER yeah the morons who have been in office for the last 30-40 years have done such a great job managing social security— hmmm do you know any people who have been in office that long?  #trump #trump2020 #trumplandslide2020","AGAINST"
"1292513392725561346","@USER @USER republicans offered a 1 week extention, a political plan with the sole intent to have dems reject and appear uncooperative. fat ass @USER ‘s cheap tactics will backfire and republicans @USER in dc will be leaving washington with him. #biden2020 #executiveorder","FAVOR"
"1293286023686959104","@USER according to #dementiajoe one third of americans already died from the #coronavirus 😂😂😂 fools like you creeoy joe should stay indoors because you’re making a fool of yourself. vote #trump2020 #kag2020 @USER HTTP","AGAINST"
"1293673575610818560","@USER expose this. if you #goggle HTTP","AGAINST"
"1297335522273251334","#maga i am keeping track of @USER 
following count she was at 45 now 47 after i tweeted. every follow you give her i will donate into trumps campaign 1 follow = 1 dollar. i owe 2$ so far into trumps campaign.","AGAINST"
"1310972361215225858","@USER @USER it means that biden will be topped up and plugged in, is what it means.","AGAINST"
"1225961755332968453","@USER #demdebate hasn’t like every question been for pete? can you maybe be as unbiased as you preach?","NONE"
"1292136669005647873","@USER from your lips to god’s ears. #votebluetoendthisnightmare #voteblue2020","FAVOR"
"1311237643024433152","the nation watched last night as joe biden managed for the most part to not fall asleep, completely lose his train of thought or declare that millions of americans have died from coronavirus. HTTP","AGAINST"
"1295543728527081479","enjoying all the republicans crapping on trump right now 
#dnc2020 #dncconvention","NONE"
"1311105541155041280","joe biden could drop his pants on 5th avenue , deficate and i'm still voting biden 2020","FAVOR"
"1292982632872136706","@USER @USER @USER the fringe-right #maga crowd is in full frantic mode with their disinformation campaign of just flat out lies and deliberately misleading narratives. that should tell the american people one thing: they know that the truth won't help trump beat biden. all they have left is lies.","FAVOR"
"1300198117153714176","@USER @USER #maga embraces this lack of logic. they love violence as much as they love trump. maybe more! trump’s determined to kill as many of us as it takes to win.

do any of us even have guns? seems we may need them.","NONE"
"1287429664445669377","i support trump because....
1.  i stand by our constitution.
2. i stand by african americans.
3. i stand by our military and police.
4. i stand by freedom.
and last but not least....
5. i abhore child abuse! 
#trump2020 #draintheswamp 
#wwg1wga","AGAINST"
"1230328355733590016","elizabeth warren has announced 6 ""first things i'll do when i'm elected president"" tonight #demdebate HTTP","NONE"
"1296635029737680897","bloomberg is speaking the truth - i would never re-hire someone with donald’s record over the past four years. america shouldn’t either. #demconvention #dncconvention2020 #bloomberg #votebidenharris2020","FAVOR"
"1311202356864806912","biden next to bernie🤢🤢🤢biden next to trump😏😏😏","NONE"
"1299340175223521280","@USER good try sleepy joe.. it’s the radical leftist which is your party! #trumppence2020 #democratsareevil #democratsaredestroyingamerica #redwave2020 #trumplovesamerica #democratshateamerica #trump2020 ♥️🤍💙","AGAINST"
"1310971002453741574","@USER their plan doesn’t even include biden. he is their trojan horse, and they’re not even trying to hide it anymore!","AGAINST"
"1290571215338438656","@USER you put your re-election in jepardy with your support of #redflaglaws, #statue removal, &amp; being a cuckservative for israel's #endlesswars. #obama just saw blood in the water. #maga ##kag","NONE"
"1289362770039734272","pennsylvania - vp pence and his personal attachment to police.  67 violent days in portland. operation legend. 
HTTP
#vppence #trump2024 #kag2020 #operationlegend #lawenforcement #joebiden","NONE"
"1300788654613426177","a powerful uplifting video  of black americans perfectly describing their support for president trump and defining blm. outstanding young men. #trump2020 HTTP","AGAINST"
"1298674228066004992","y'all saw this dude speaking at #rnc2020? i was almost inspired by his story! HTTP","NONE"
"1232497570133372928","without trump as a counterweight, wondering if this and other debates would be more civil? feels like trump’s anger has leeched across the aisle. and that is something the democratic party must own. not trump #demdebate HTTP","NONE"
"1311201424165011459","@USER trump is not fit to lead, and last night put the nail into the coffin of his failed presidency","FAVOR"
"1299392002321154051","@USER a career politician like @USER talking about ""too many lies.""  lol   that's rich.

#walkaway 
#trump2020","AGAINST"
"1239415993006469120","a person’s policies and ability to implement them are more important than any gender or marginalized identity. i want women and lgbtq+ people and black and brown people leading but only if they have good politics and values. #demdebate","NONE"
"1217279608514646021",".@USER flatly rejected the accusation that he told @USER in 2018 a woman could not be elected president. 

""how could anybody in a million years not believe that a woman could become president of the united states?""

HTTP

#demdebate","NONE"
"1230338805565214720","after last night’s #masen debate and tonight’s #demdebate i couldn’t be  prouder of @USER and @USER HTTP","NONE"
"1297900468073566208","@USER @USER @USER @USER i would absolutely get in. #trump2020","NONE"
"1298694778096320520","interesting that the fake media obly now starts to call for an end to the  riots because they know it's hurting democrats &amp; all of his sudden the governor of wisconsin requests help from pres trump
 it's just politics to them
#maga
#keepamericagreat 
#trump2020 
#rnc2020","AGAINST"
"1225978892411904000","and your wages will be even lower. #demdebate","NONE"
"1286437458218016774","when your country’s medical system is so amazing that you will lock someone up in a callous dingy ward for contemplating suicide then let them out in time to give them a bankrupting amount of debt while they’re still vulnerable.
#maga
#healthcareforall HTTP","NONE"
"1292277859235454977","@USER @USER so hogan, does this mean trump will stop fighting to eliminate pre-existing condition protection in court? i didn't think so. trump/gop need to go for the sake of america. #voteblue","FAVOR"
"1289886986585673728","@USER you are delusional ! #trump2020","AGAINST"
"1230297613389484032","democrats supporting bloomberg practically have the receipts tattooed on their foreheads.

#paidinfull #bloomberg #demdebate #democraticdebate #democrats","NONE"
"1294357941743689729","@USER glad he has nothing more pressing to attend to  ... we need a chief executive and team who will work hard on behalf of the american people - not one who tweets and tvs all day. so #wewillvote and we will #voteblue from the top to the bottom of the ballot! #bidenharris2020","FAVOR"
"1238610510938927104","@USER ur the last person who believes in prayer. the art of the deception.

🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
god bless america

drain the swamp
dump @USER

so help us god!
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸

#dsdt2020 #maga2020
#kag2020 #bebest #unhinged #2020election #americafirst #berniesurge #coronavirus","AGAINST"
"1239347858618191872","listen to joe: free healthcare, universal childcare, bailing out working class citizens.

it's amazing that it takes a global pandemic to get moderates to embrace progressive policies. #demdebate","FAVOR"
"1311111256057749505","on another note biden is also extremely painful to listen to and did he really just call amy barrett a fine person? i can’t do this","AGAINST"
"1217291111527538688","putting the words “black and brown communities” in your answer doesn’t make your policies intersectional #demdebate","NONE"
"1286488930297077760","time to petition to sue twitter for its blatant attack on conservatives #1a and its liberal brainwashing tactics on the american people.  #maga @USER @USER @USER #2a #vets @USER #draintheswamp #demoncrats","AGAINST"
"1299337869958549504","@USER no thanks!  i will vote for donald j. trump!!!  #youaintblack #trump2020","AGAINST"
"1295640895069605889","@USER meanwhile, good, kind and brave police officers are endorsing #trump2020 

#bluelivesmatter #alllivesmatter 
#kungflu
#saveourchildren
#savethechildren HTTP","NONE"
"1301813723917557761","trump better win 2020. the world depends on it.
#trump2020  #bidenharris2020 #biden","AGAINST"
"1295450840124272641","@USER thank you for saying it at loud 🇺🇸✊🏻 #votebluetosaveamerica #votebidenharris2020 #votegopout","FAVOR"
"1250942040294043649","@USER don't worry @USER...they won't have cable where you're going! #votebluetosaveamerica","NONE"
"1299218871677714436","living for @USER tweets rn. savage af and i’m here for it 🙌😂 #dumptrump #bidenharris2020 HTTP","FAVOR"
"1290330164795244544","@USER i remember writing to senator toomey about my concern about trump's racist comments against the squad leading to violence against minorities.  of course, he was silent.  and then there was el paso. this man, who activates his violent base, is a danger to our country.  #voteblue","FAVOR"
"1225969986377785344","democrats' view on abortion - up to the point of birth, no restrictions - is so extreme that its pushing pro-life voters out of the democrat party.

from a leading pro-life democrat: democrats are ""building an army of future former democrats.""

#demdebate 
HTTP","NONE"
"1288404521228668928","@USER stop burning building, beating up and sometime murderer people,  how about getting a job. #trump2020","AGAINST"
"1295914549128790016","biden won't fall for the flattery of dictators..... #colinpowell

#dnc2020 #demconvention #bidenharris2020","FAVOR"
